inCredenti,inStatus,inFirstDat,inEffectiv,inExpirati,inFacility,inAddress1,inCity,inState,inCounty,inZip,inPlus4,Source,acAddress1,acAddress2,acCity,acState,acZip,acPlus4,acCounty,acCountyFi,acNumber,acPreDir,acStreetNa,acStreetTy,acPostDir,acUnitNum,acUnitType,acAddressT,acRBDI,acGarbage,acFound,acStatusCo,acErrorCod,acChangeCo,acResultCo,Accuracy,Av_score,Av_date,Certainty,Geolevel,Quality,X_coord,Y_coord,X_coords,Y_coords,Review,longitude,latitude
"PHAR.CF.00000055","ACTIVE","09/28/1970","06/01/2020","05/31/2021","Bartell Drugs- University Avenue #11","4344 University Way NE","SEATTLE","WA","King","98105","5809","TIGER10 Streets","4344 UNIVERSITY WAY NE"," ","SEATTLE","WA","98105","5809","King","53033","4344"," ","University","Way","NE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31307,47.66014,"-122.31307","47.66014",0,47.66013999994934,-122.31307000034114
"PHAR.CF.00057212","ACTIVE","07/12/2002","06/01/2020","05/31/2021","Bartell Drugs- University Place #57","2700 Bridgeport Way W Ste D","UNIVERSITY PLACE","WA","Pierce","98466","4600","TIGER10 Streets","2700 BRIDGEPORT WAY W STE D"," ","UNIVERSITY PLACE","WA","98466","4600","Pierce","53053","2700"," ","Bridgeport","Way","W","Ste D","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.53712,47.23532,"-122.53712","47.23532",0,47.235320000240016,-122.53712000023124
"PHAR.CF.00002482","ACTIVE","05/01/1985","06/01/2020","05/31/2021","Bartell Drugs- Wallingford #14","1820 N 45th St","SEATTLE","WA","King","98103","6803","TIGER10 Streets","1820 N 45TH ST"," ","SEATTLE","WA","98103","6803","King","53033","1820","N","45th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.33633,47.66144,"-122.33633","47.66144",0,47.66144000009489,-122.3363299998394
"PHAR.CF.00003069","ACTIVE","09/02/1987","06/01/2020","05/31/2021","Bartell Drugs- West Seattle #16","4706 42nd Ave SW","SEATTLE","WA","King","98116","4500","TIGER10 Streets","4706 42ND AVE SW"," ","SEATTLE","WA","98116","4500","King","53033","4706"," ","42nd","Ave","SW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.38538,47.56092,"-122.38538","47.56092",0,47.5609200002336,-122.3853799996291
"PHAR.CF.00000053","ACTIVE","09/28/1970","06/01/2020","05/31/2021","Bartell Drugs- White Center #8","9600 15th Ave SW","SEATTLE","WA","King","98106","2820","TIGER10 Streets","9600 15TH AVE SW"," ","SEATTLE","WA","98106","2820","King","53033","9600"," ","15th","Ave","SW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.35395,47.51732,"-122.35395","47.51732",0,47.51732000028905,-122.35394999958989
"PHAR.CF.00056614","ACTIVE","04/04/2000","06/01/2020","05/31/2021","Bartons Center Pharmacy","1011 W Spruce St","YAKIMA","WA","Yakima","98902","3332","TIGER10 Streets","1011 W SPRUCE ST"," ","YAKIMA","WA","98902","3332","Yakima","53077","1011","W","Spruce","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.52126,46.59458,"-120.52126","46.59458",0,46.59457999996788,-120.5212600003258
"PHAR.CF.60272659","ACTIVE","03/06/2012","06/01/2020","05/31/2021","Bellegrove Pharmacy","18800 142nd Ave NE Ste 4B","WOODINVILLE","WA","King","98072","8218","TIGER10 Streets","18800 142ND AVE NE STE 4B"," ","WOODINVILLE","WA","98072","8218","King","53033","18800"," ","142nd","Ave","NE","Ste 4B","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.15024,47.76408,"-122.15024","47.76408",0,47.76408000028465,-122.15024000021415
"PHAR.CF.61083530","ACTIVE","08/31/2020","08/31/2020","05/31/2021","Benton Southgate Pharmacy Inc","471 Wine Country Rd","PROSSER","WA","Benton","99350","9555","TIGER10 Streets","471 WINE COUNTRY RD"," ","PROSSER","WA","99350","9555","Benton","53005","471"," ","Wine Country","Rd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.78608,46.21588,"-119.78608","46.21588",0,46.21587999998955,-119.7860799997994
"PHAR.CF.60402548","ACTIVE","09/13/2013","06/01/2020","05/31/2021","Bethel Pharmacy Inc","17414 Highway 99 # 100","LYNNWOOD","WA","Snohomish","98037","3144","TIGER10 Streets","17414 HIGHWAY 99 STE 100"," ","LYNNWOOD","WA","98037","3112","Snohomish","53061","17414"," ","Highway 99"," "," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," ","Address Matched to USPS Database, Corrected Suite Name","AC08,AC13,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.29822,47.84079,"-122.29822","47.84079",0,47.8407899999063,-122.29821999978668
"PHAR.CF.00003482","ACTIVE","01/29/1997","06/01/2020","05/31/2021","Bi Mart Pharmacy #605","309 S 5th Ave","YAKIMA","WA","Yakima","98902","3548","TIGER10 Streets","309 S 5TH AVE"," ","YAKIMA","WA","98902","3548","Yakima","53077","309","S","5th","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.51364,46.59614,"-120.51364","46.59614",0,46.59614000029982,-120.51363999960577
"PHAR.CF.00003483","ACTIVE","06/13/1988","06/01/2020","05/31/2021","Bi Mart Pharmacy #619","1649 Plaza Way","WALLA WALLA","WA","Walla Walla","99362","4324","TIGER10 Streets","1649 PLAZA WAY"," ","WALLA WALLA","WA","99362","4324","Walla Walla","53071","1649"," ","Plaza","Way"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-118.34599,46.04804,"-118.34599","46.04804",0,46.048039999727756,-118.34598999976781
"PHAR.CF.00057076","ACTIVE","10/09/2001","06/01/2020","05/31/2021","Bi Mart Pharmacy #621","608 E Mountain View Ave","ELLENSBURG","WA","Kittitas","98926","3819","TIGER10 Streets","608 E MOUNTAIN VIEW AVE"," ","ELLENSBURG","WA","98926","3864","Kittitas","53037","608","E","Mountain View","Ave"," "," "," ","Street"," "," ","Yes","9"," ","Address Matched to USPS Database","AC08,AS01","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.53968,46.98451,"-120.53968","46.98451",0,46.984510000121155,-120.53968000014245
"PHAR.CF.00003485","ACTIVE","06/13/1988","06/01/2020","05/31/2021","Bi Mart Pharmacy #626","1207 N 40th Ave","YAKIMA","WA","Yakima","98908","9456","TIGER10 Streets","1207 N 40TH AVE"," ","YAKIMA","WA","98908","9456","Yakima","53077","1207","N","40th","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.56203,46.61819,"-120.56203","46.61819",0,46.61818999984794,-120.5620299999697
"PHAR.CF.00003486","ACTIVE","03/21/1997","06/01/2020","05/31/2021","Bi Mart Pharmacy #636","110 S Hill Rd","SUNNYSIDE","WA","Yakima","98944","8410","TIGER10 Streets","110 S HILL RD"," ","SUNNYSIDE","WA","98944","8410","Yakima","53077","110","S","Hill","Rd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.01163,46.3093,"-120.01163","46.30930",0,46.30929999999332,-120.01163000026271
"PHAR.CF.00059257","ACTIVE","10/25/2007","06/01/2020","05/31/2021","Bi Mart Pharmacy #674","2221 1st St","CHENEY","WA","Spokane","99004","2049","TIGER10 Streets","2221 1ST ST"," ","CHENEY","WA","99004","2049","Spokane","53063","2221"," ","1st","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.56458,47.50112,"-117.56458","47.50112",0,47.50112000015792,-117.56457999977475
"PHAR.CF.60038484","ACTIVE","08/22/2008","06/01/2020","05/31/2021","Bi-Mart Pharmacy #678","412 S Main Avenue","DEER PARK","WA","Spokane","99006","1589","TIGER10 Streets","412 S MAIN ST"," ","DEER PARK","WA","99006","8238","Spokane","53063","412","S","Main","St"," "," "," ","Street"," "," ","Yes","9"," ","Address Matched to USPS Database, Corrected Suffix","AC08,AC11,AS01","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.477,47.95039,"-117.47700","47.95039",0,47.95038999982955,-117.47699999980776
"PHAR.CF.60014886","ACTIVE","06/04/2008","06/01/2020","05/31/2021","Biocompound","6515 W Clearwater Ave Ste 232","KENNEWICK","WA","Benton","99336","6716","TIGER10 Streets","6515 W CLEARWATER AVE STE 232"," ","KENNEWICK","WA","99336","6716","Benton","53005","6515","W","Clearwater","Ave"," ","Ste 232","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.20781,46.21185,"-119.20781","46.21185",0,46.2118499998098,-119.20781000016794
"PHAR.CF.60546394","ACTIVE","07/23/2015","06/01/2020","05/31/2021","Bloodworks","921 Terry Ave","SEATTLE","WA","King","98104","1239","TIGER10 Streets","921 TERRY AVE"," ","SEATTLE","WA","98104","1239","King","53033","921"," ","Terry","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32581,47.60828,"-122.32581","47.60828",0,47.60828000015759,-122.32581000022698
"PHAR.CF.00003305","ACTIVE","12/28/1987","06/01/2020","05/31/2021","Bob Johnsons Pharmacy","1407 NW 85th St","SEATTLE","WA","King","98117","4237","TIGER10 Streets","1407 NW 85TH ST"," ","SEATTLE","WA","98117","4237","King","53033","1407","NW","85th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.3743,47.69056,"-122.37430","47.69056",0,47.69056000002929,-122.37430000015001
"PHAR.CF.60810882","ACTIVE","01/04/2018","06/01/2020","05/31/2021","Brewster Marketplace Pharmacy","811 Hwy 97","BREWSTER","WA","Okanogan","98812"," ","TIGER10 Streets","811 HWY 97"," ","BREWSTER","WA","98812"," ","Okanogan","53047","811"," ","Highway 97"," "," "," "," "," "," "," ","No","X","R"," ","AE10","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.7223,48.20426,"-119.72230","48.20426",0,48.20425999978251,-119.72230000000417
"PHAR.CF.61053004","ACTIVE","06/03/2020","06/03/2020","05/31/2021","Brewster Pharmacy","811 US Hwy 97","BREWSTER","WA","Okanogan","98812"," ","TIGER10 Streets","811 US HWY 97"," ","BREWSTER","WA","98812"," ","Okanogan","53047","811"," ","US Highway 97"," "," "," "," "," "," "," ","No","X","R"," ","AE10","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.7223,48.20426,"-119.72230","48.20426",0,48.20425999978251,-119.72230000000417
"PHAR.CF.60531592","ACTIVE","01/27/2015","06/01/2020","05/31/2021","Cabrini Pharmacy Services","901 Boren Ave Ste 100","SEATTLE","WA","King","98104","3508","TIGER10 Streets","901 BOREN AVE STE 100"," ","SEATTLE","WA","98104","3508","King","53033","901"," ","Boren","Ave"," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32457,47.60861,"-122.32457","47.60861",0,47.608609999780874,-122.32456999994474
"PHAR.CF.00002450-HOSP","ACTIVE","02/28/1991","06/01/2020","05/31/2021","Capital Medical Center","3900 Capital Mall Dr SW","OLYMPIA","WA","Thurston","98502","8654","TIGER10 Streets","3900 CAPITAL MALL DR SW"," ","OLYMPIA","WA","98502","8654","Thurston","53067","3900"," ","Capital Mall","Dr","SW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",99,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.95086,47.04164,"-122.95086","47.04164",0,47.04163999971781,-122.9508600000443
"PHAR.CF.60159879","ACTIVE","08/09/2010","06/01/2020","05/31/2021","Cardinal Health 414, LLC","421 S Michigan St","SEATTLE","WA","King","98108","3313","TIGER10 Streets","421 S MICHIGAN ST"," ","SEATTLE","WA","98108","3313","King","53033","421","S","Michigan","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32929,47.54535,"-122.32929","47.54535",0,47.54535000001152,-122.3292899999758
"PHAR.CF.60259230","ACTIVE","12/07/2011","06/01/2020","05/31/2021","Cardinal Health 414, LLC","9922 E Montgomery Dr Ste 2","SPOKANE VALLEY","WA","Spokane","99206","4158","TIGER10 Streets","9922 E MONTGOMERY DR STE 2"," ","SPOKANE VALLEY","WA","99206","4158","Spokane","53063","9922","E","Montgomery","Dr"," ","Ste 2","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.27003,47.67906,"-117.27003","47.67906",0,47.67905999984864,-117.27002999989296
"PHAR.CF.00004988","ACTIVE","09/06/1994","06/01/2020","05/31/2021","Carolyn Downs Family Medical Center Pharmacy","2101 E Yesler Way Ste 210","SEATTLE","WA","King","98122","5959","TIGER10 Streets","2101 E YESLER WAY STE 210"," ","SEATTLE","WA","98122","5959","King","53033","2101","E","Yesler","Way"," ","Ste 210","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.305,47.60161,"-122.30500","47.60161",0,47.60161000020359,-122.30500000025759
"PHAR.CF.60450621-HOSP","ACTIVE","04/28/2014","06/01/2020","05/31/2021","Cascade Behavioral Hospital","12844 Military Rd S Ste 137","TUKWILA","WA","King","98168","3045","TIGER10 Streets","12844 MILITARY RD S STE 137"," ","TUKWILA","WA","98168","3045","King","53033","12844"," ","Military","Rd","S","Ste 137","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.29695,47.48828,"-122.29695","47.48828",0,47.48827999977157,-122.29695000026554
"PHAR.CF.00001206-HOSP","ACTIVE","07/13/1970","06/01/2020","05/31/2021","Cascade General Hospital Pharmacy","817 Commercial St","LEAVENWORTH","WA","Chelan","98826","1316","TIGER10 Streets","817 COMMERCIAL ST"," ","LEAVENWORTH","WA","98826","1316","Chelan","53007","817"," ","Commercial","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.6613,47.59447,"-120.66130","47.59447",0,47.59447000020627,-120.66130000040945
"PHAR.CF.60264395","ACTIVE","02/08/2012","06/01/2020","05/31/2021","Cascade Specialty Pharmacy","325 NE Hostmark St","POULSBO","WA","Kitsap","98370"," ","TIGER10 Streets","325 NE HOSTMARK ST"," ","POULSBO","WA","98370","6668","Kitsap","53035","325","NE","Hostmark","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.64502,47.73319,"-122.64502","47.73319",0,47.73319000015575,-122.64501999972285
"PHAR.CF.60656121-HOSP","ACTIVE","08/26/2016","06/01/2020","05/31/2021","Cascade Valley Hospital Pharmacy","330 S Stillaguamish Ave","ARLINGTON","WA","Snohomish","98223","1642","TIGER10 Streets","330 S STILLAGUAMISH AVE"," ","ARLINGTON","WA","98223","1642","Snohomish","53061","330","S","Stillaguamish","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.11764,48.18996,"-122.11764","48.18996",0,48.18995999993639,-122.11764000021292
"PHAR.CF.00001975","ACTIVE","08/12/1988","06/01/2020","05/31/2021","Castle Rock Pharmacy","117 1st SW","CASTLE ROCK","WA","Cowlitz","98611","0188","TIGER10 Streets","117 1ST AVE SW"," ","CASTLE ROCK","WA","98611","0009","Cowlitz","53015","117"," ","1st","Ave","SW"," "," ","Street"," "," ","Yes","9"," ","Address Matched to USPS Database, Corrected Suffix","AC08,AC11,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.90912,46.27519,"-122.90912","46.27519",0,46.27518999988283,-122.90911999955662
"PHAR.CF.00059161","ACTIVE","08/09/2007","06/01/2020","05/31/2021","Cathlamet Pharmacy 1148","74 Main St","CATHLAMET","WA","Wahkiakum","98612","4201","TIGER10 Streets","74 MAIN ST"," ","CATHLAMET","WA","98612","4201","Wahkiakum","53069","74"," ","Main","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-123.38453,46.20235,"-123.38453","46.20235",0,46.202350000192304,-123.38453000029297
"PHAR.CF.00004916","ACTIVE","07/01/1994","06/01/2020","05/31/2021","Cedar Village Pharmacy","206 E Walnut St","WINLOCK","WA","Lewis","98596","9419","TIGER10 Streets","206 E WALNUT ST"," ","WINLOCK","WA","98596","9419","Lewis","53041","206","E","Walnut","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.93615,46.49107,"-122.93615","46.49107",0,46.491069999785154,-122.93615000013025
"PHAR.CF.60506576","ACTIVE","04/10/2015","06/01/2020","05/31/2021","Central Admixture Pharmacy Services Inc","7044 S 220th St","KENT","WA","King","98032","1910","TIGER10 Streets","7044 S 220TH ST"," ","KENT","WA","98032","1910","King","53033","7044","S","220th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.24717,47.40494,"-122.24717","47.40494",0,47.40493999999538,-122.24716999983157
"PHAR.CF.00058354","ACTIVE","07/11/2005","06/01/2020","05/31/2021","CENTRAL WASHINGTON FAMILY     MEDICINE PHARMACY","1806 W LINCOLN AVE","YAKIMA","WA","Yakima","98902"," ","TIGER10 Streets","1806 W LINCOLN AVE"," ","YAKIMA","WA","98902","2473","Yakima","53077","1806","W","Lincoln","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.53303,46.60338,"-120.53303","46.60338",0,46.603380000142856,-120.53303000026621
"PHAR.CF.00057711","ACTIVE","11/07/2003","06/01/2020","05/31/2021","Central Washington Home Infusion Service","1201 S Miller St","WENATCHEE","WA","Chelan","98801","3201","TIGER10 Streets","1201 S MILLER ST"," ","WENATCHEE","WA","98801","3201","Chelan","53007","1201","S","Miller","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.32448,47.4079,"-120.32448","47.40790",0,47.407900000120534,-120.32448000031054
"PHAR.CF.60457214","ACTIVE","04/30/2014","06/01/2020","05/31/2021","Central Washington Hospital Infusion Center","820 N Chelan Ave","WENATCHEE","WA","Chelan","98801","2028","TIGER10 Streets","820 N CHELAN AVE"," ","WENATCHEE","WA","98801","2028","Chelan","53007","820","N","Chelan","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.32185,47.4333,"-120.32185","47.43330",0,47.433300000007215,-120.32184999995827
"PHAR.CF.00001586-HOSP","ACTIVE","08/14/1978","06/01/2020","05/31/2021","Central Washington Hospital Pharmacy","1201 S Miller St","WENATCHEE","WA","Chelan","98801","3201","TIGER10 Streets","1201 S MILLER ST"," ","WENATCHEE","WA","98801","3201","Chelan","53007","1201","S","Miller","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.32448,47.4079,"-120.32448","47.40790",0,47.407900000120534,-120.32448000031054
"PHAR.CF.60734078","ACTIVE","03/08/2017","06/01/2020","05/31/2021","Centralia Pharmacy","417 S Tower Ave","CENTRALIA","WA","Lewis","98531","3917","TIGER10 Streets","417 S TOWER AVE"," ","CENTRALIA","WA","98531","3917","Lewis","53041","417","S","Tower","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.95311,46.71925,"-122.95311","46.71925",0,46.719249999963424,-122.95310999955664
"PHAR.CF.60996912","ACTIVE","10/15/2019","06/01/2020","05/31/2021","CHAS Centralized Pharmacy","1502 N Vercler Rd Lowr Level","SPOKANE VALLEY","WA","Spokane","99216","1078","TIGER10 Streets","1502 N VERCLER RD LOWR LEVEL"," ","SPOKANE VALLEY","WA","99216","1078","Spokane","53063","1502","N","Vercler","Rd"," ","Lowr Level","Lowr","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.2342,47.67161,"-117.23420","47.67161",0,47.67161000025418,-117.23420000038813
"PHAR.CF.60673113","ACTIVE","08/25/2016","06/01/2020","05/31/2021","CHAS Cheney Pharmacy","1720 2nd St","CHENEY","WA","Spokane","99004","1910","TIGER10 Streets","1720 2ND ST"," ","CHENEY","WA","99004","1910","Spokane","53063","1720"," ","2nd","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.56573,47.49667,"-117.56573","47.49667",0,47.49667000006618,-117.56572999964528
"PHAR.CF.60894160","ACTIVE","11/09/2018","06/01/2020","05/31/2021","CHAS North Central Pharmacy","914 W Carlisle Ave","SPOKANE","WA","Spokane","99205","3309","TIGER10 Streets","914 W CARLISLE AVE"," ","SPOKANE","WA","99205","3309","Spokane","53063","914","W","Carlisle","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.42538,47.67952,"-117.42538","47.67952",0,47.67951999988306,-117.42537999994026
"PHAR.CF.60530096","ACTIVE","03/03/2015","06/01/2020","05/31/2021","CHAS Perry Street Pharmacy","817 S Perry St Ste B","SPOKANE","WA","Spokane","99202","3460","TIGER10 Streets","817 S PERRY ST UNIT B"," ","SPOKANE","WA","99202","3443","Spokane","53063","817","S","Perry","St"," ","Unit B","Unit","Highrise"," "," ","Yes","9"," ","Address Matched to USPS Database, Corrected Suite Name","AC08,AC13,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.38996,47.64802,"-117.38996","47.64802",0,47.64801999992311,-117.38995999961594
"PHAR.CF.00058963","ACTIVE","02/15/2007","06/01/2020","05/31/2021","CHAS Pharmacy","1001 W 2nd Ave","SPOKANE","WA","Spokane","99201","4503","TIGER10 Streets","1001 W 2ND AVE"," ","SPOKANE","WA","99201","4503","Spokane","53063","1001","W","2nd","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.42655,47.65441,"-117.42655","47.65441",0,47.654410000088006,-117.42654999990229
"PHAR.CF.00058198","ACTIVE","01/26/2005","06/01/2020","05/31/2021","CHAS Pharmacy","3919 N Maple St","SPOKANE","WA","Spokane","99205","1349","TIGER10 Streets","3919 N MAPLE ST"," ","SPOKANE","WA","99205","1349","Spokane","53063","3919","N","Maple","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.43516,47.69369,"-117.43516","47.69369",0,47.693690000052364,-117.43515999976097
"PHAR.CF.60914168","ACTIVE","12/18/2018","06/01/2020","05/31/2021","CHAS Southgate Pharmacy","5620 S Regal St Ste 11","SPOKANE","WA","Spokane","99223","7957","TIGER10 Streets","5620 S REGAL ST STE 11"," ","SPOKANE","WA","99223","7957","Spokane","53063","5620","S","Regal","St"," ","Ste 11","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.36855,47.60293,"-117.36855","47.60293",0,47.602930000075524,-117.36854999959692
"PHAR.CF.60465685","ACTIVE","06/24/2014","06/01/2020","05/31/2021","CHC of Snohomish County Edmonds Pharmacy","23320 Highway 99","EDMONDS","WA","Snohomish","98026","8744","TIGER10 Streets","23320 HIGHWAY 99"," ","EDMONDS","WA","98026","8744","Snohomish","53061","23320"," ","Highway 99"," "," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.34047,47.78759,"-122.34047","47.78759",0,47.78758999990394,-122.34046999991232
"PHAR.CF.00056988","ACTIVE","08/20/2001","06/01/2020","05/31/2021","CHC of Snohomish County Everett - North Pharmacy","1424 Broadway","EVERETT","WA","Snohomish","98201","1720","TIGER10 Streets","1424 BROADWAY"," ","EVERETT","WA","98201","1720","Snohomish","53061","1424"," ","Broadway"," "," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.20115,47.99862,"-122.20115","47.99862",0,47.998619999837345,-122.20115000042719
"PHAR.CF.00059092","ACTIVE","07/23/2007","06/01/2020","05/31/2021","CHC of Snohomish County Everett - South Pharmacy","1019 112th St SW","EVERETT","WA","Snohomish","98204","4875","TIGER10 Streets","1019 112TH ST SW"," ","EVERETT","WA","98204","4875","Snohomish","53061","1019"," ","112th","St","SW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.24802,47.8965,"-122.24802","47.89650",0,47.89650000021121,-122.24802000012644
"PHAR.CF.00001212","ACTIVE","05/24/1982","06/01/2020","05/31/2021","Cheney Owl Pharmacy","120 F St","CHENEY","WA","Spokane","99004","1630","TIGER10 Streets","120 F ST"," ","CHENEY","WA","99004","1630","Spokane","53063","120"," ","F","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.57618,47.48696,"-117.57618","47.48696",0,47.486959999769844,-117.5761799998358
"PHAR.CF.00057419","ACTIVE","11/13/2002","06/01/2020","05/31/2021","Chesterfield Pharmacy","720 7th Ave Ste 100","SEATTLE","WA","King","98104","1957","TIGER10 Streets","720 7TH AVE STE 100"," ","SEATTLE","WA","98104","1957","King","53033","720"," ","7th","Ave"," ","Ste 100","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32767,47.60553,"-122.32767","47.60553",0,47.605530000053655,-122.32766999975199
"PHAR.CF.60923925","ACTIVE","03/06/2019","06/01/2020","05/31/2021","Chewelah Community Health Center Pharmacy","518 E Clay Ave","CHEWELAH","WA","Stevens","99109","8947","TIGER10 Streets","518 E CLAY AVE"," ","CHEWELAH","WA","99109","8947","Stevens","53065","518","E","Clay","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.71197,48.27723,"-117.71197","48.27723",0,48.277230000241914,-117.71197000024168
"PHAR.CF.00058860","ACTIVE","09/29/2006","06/01/2020","05/31/2021","Chinook Pharmacy","11 S Forks Ave","FORKS","WA","Clallam","98331","9006","TIGER10 Streets","11 S FORKS AVE"," ","FORKS","WA","98331","9006","Clallam","53009","11","S","Forks","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-124.38531,47.95037,"-124.38531","47.95037",0,47.95036999977795,-124.38531000032806
