inCredenti,inStatus,inFirstDat,inEffectiv,inExpirati,inFacility,inAddress1,inCity,inState,inCounty,inZip,inPlus4,Source,acAddress1,acAddress2,acCity,acState,acZip,acPlus4,acCounty,acCountyFi,acNumber,acPreDir,acStreetNa,acStreetTy,acPostDir,acUnitNum,acUnitType,acAddressT,acRBDI,acGarbage,acFound,acStatusCo,acErrorCod,acChangeCo,acResultCo,Accuracy,Av_score,Av_date,Certainty,Geolevel,Quality,X_coord,Y_coord,X_coords,Y_coords,Review,longitude,latitude
"PHAR.CF.00055942","ACTIVE","08/07/1997","06/01/2020","05/31/2021","Chucks Drug","787 Main St","BUCKLEY","WA","Pierce","98321","8509","TIGER10 Streets","787 MAIN ST"," ","BUCKLEY","WA","98321","8509","Pierce","53053","787"," ","Main","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.02722,47.16293,"-122.02722","47.16293",0,47.162929999968014,-122.0272199998314
"PHAR.CF.00004907","ACTIVE","06/24/1994","06/01/2020","05/31/2021","Chung Pharmacy","9122 S Tacoma Way Ste 104","TACOMA","WA","Pierce","98499","4406","TIGER10 Streets","9122 S TACOMA WAY STE 104"," ","TACOMA","WA","98499","4406","Pierce","53053","9122","S","Tacoma","Way"," ","Ste 104","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.48383,47.17457,"-122.48383","47.17457",0,47.17456999977851,-122.4838299999112
"PHAR.CF.00059225","ACTIVE","10/04/2007","06/01/2020","05/31/2021","City Center Drug","108 E Wishkah St","ABERDEEN","WA","Grays Harbor","98520","6508","TIGER10 Streets","108 E WISHKAH ST"," ","ABERDEEN","WA","98520","6508","Grays Harbor","53027","108","E","Wishkah","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-123.81786,46.97434,"-123.81786","46.97434",0,46.97433999988208,-123.81785999988467
"PHAR.CF.60825333","ACTIVE","03/09/2018","06/01/2020","05/31/2021","Cle Elum Pharmacy","115 W 1st St","CLE ELUM","WA","Kittitas","98922","1515","TIGER10 Streets","115 W 1ST ST"," ","CLE ELUM","WA","98922","1515","Kittitas","53037","115","W","1st","St"," "," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.93877,47.19486,"-120.93877","47.19486",0,47.194859999759686,-120.93877000031593
"PHAR.CF.00000970-HOSP","ACTIVE","10/29/1962","06/01/2020","05/31/2021","Columbia Basin Hospital Pharmacy","200 Nat Washington Way","EPHRATA","WA","Grant","98823","1982","TIGER10 Streets","200 NAT WASHINGTON WAY"," ","EPHRATA","WA","98823","1982","Grant","53025","200"," ","Nat Washington","Way"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.54723,47.31535,"-119.54723","47.31535",0,47.31534999976506,-119.54722999958354
"PHAR.CF.60908903","ACTIVE","01/30/2020","06/01/2020","05/31/2021","Columbia Compounding","12119 NE 99th St Ste 2030","VANCOUVER","WA","Clark","98682","2461","TIGER10 Streets","12119 NE 99TH ST STE 2030"," ","VANCOUVER","WA","98682","2461","Clark","53011","12119","NE","99th","St"," ","Ste 2030","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.54787,45.69343,"-122.54787","45.69343",0,45.69342999977904,-122.54786999999745
"PHAR.CF.60911575","ACTIVE","12/28/2018","06/01/2020","05/31/2021","Colville Community Health Center Pharmacy","358 N Main St","COLVILLE","WA","Stevens","99114","2310","TIGER10 Streets","358 N MAIN ST"," ","COLVILLE","WA","99114","2310","Stevens","53065","358","N","Main","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.90574,48.5472,"-117.90574","48.54720",0,48.54719999995562,-117.9057399999631
"PHAR.CF.60192494","ACTIVE","12/14/2010","06/01/2020","05/31/2021","Community Health Association of Spokane","5921 N Market St","SPOKANE","WA","Spokane","99208","2484","TIGER10 Streets","5921 N MARKET ST"," ","SPOKANE","WA","99208","2484","Spokane","53063","5921","N","Market","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.36483,47.71142,"-117.36483","47.71142",0,47.71141999989381,-117.36482999964858
"PHAR.CF.60090671","ACTIVE","06/17/2009","06/01/2020","05/31/2021","Community Health Care","1708 E 44th St","TACOMA","WA","Pierce","98404","4611","TIGER10 Streets","1708 E 44TH ST"," ","TACOMA","WA","98404","4611","Pierce","53053","1708","E","44th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.40657,47.21745,"-122.40657","47.21745",0,47.21744999988496,-122.4065700004384
"PHAR.CF.60411455","ACTIVE","10/24/2013","06/01/2020","05/31/2021","Community Health Care","1202 Martin Luther King Jr Way","TACOMA","WA","Pierce","98405","3926","TIGER10 Streets","1202 MARTIN LUTHER KING JR WAY"," ","TACOMA","WA","98405","3926","Pierce","53053","1202"," ","Martin Luther King Jr","Way"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.45155,47.25091,"-122.45155","47.25091",0,47.250910000016425,-122.45154999957708
"PHAR.CF.00057134","ACTIVE","02/25/2002","06/01/2020","05/31/2021","Community Health Care Pharmacy","11225 Pacific Ave S","TACOMA","WA","Pierce","98444","5525","TIGER10 Streets","11225 PACIFIC AVE S"," ","TACOMA","WA","98444","5525","Pierce","53053","11225"," ","Pacific","Ave","S"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.43417,47.15513,"-122.43417","47.15513",0,47.15512999986276,-122.43417000002613
"PHAR.CF.00057391","ACTIVE","03/12/2003","06/01/2020","05/31/2021","Community Health Care Pharmacy","10510 Gravelly Lake Dr SW","LAKEWOOD","WA","Pierce","98499","5036","TIGER10 Streets","10510 GRAVELLY LAKE DR SW"," ","LAKEWOOD","WA","98499","5036","Pierce","53053","10510"," ","Gravelly Lake","Dr","SW"," "," ","Highrise"," "," ","Yes","9"," ","Street Address Match","AE09,AS02","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.52068,47.16106,"-122.52068","47.16106",0,47.16105999988087,-122.52067999959021
"PHAR.CF.60702819","ACTIVE","06/21/2017","06/01/2020","05/31/2021","Community Health Care Pharmacy-Spanaway","134 188th St S","SPANAWAY","WA","Pierce","98387","4618","TIGER10 Streets","134 188TH ST S"," ","SPANAWAY","WA","98387","4618","Pierce","53053","134"," ","188th","St","S"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.43376,47.08632,"-122.43376","47.08632",0,47.086320000241656,-122.4337599999473
"PHAR.CF.60047587","ACTIVE","12/23/2008","06/01/2020","05/31/2021","Community Health of Central Washington Ellensburg Pharmacy","521 E Mountain View Ave","ELLENSBURG","WA","Kittitas","98926","3865","TIGER10 Streets","521 E MOUNTAIN VIEW AVE"," ","ELLENSBURG","WA","98926","3865","Kittitas","53037","521","E","Mountain View","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.54084,46.98462,"-120.54084","46.98462",0,46.984620000029246,-120.54084000005872
"PHAR.CF.60630669","ACTIVE","03/08/2016","06/01/2020","05/31/2021","Community, A Walgreens Pharmacy #16403","1409 11th Ave","SEATTLE","WA","King","98122","3901","TIGER10 Streets","1409 11TH AVE"," ","SEATTLE","WA","98122","3901","King","53033","1409"," ","11th","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.3182,47.61305,"-122.31820","47.61305",0,47.613049999801085,-122.31819999955266
"PHAR.CF.60806755","ACTIVE","01/04/2018","06/01/2020","05/31/2021","Community, A Walgreens Pharmacy #21152","1 N Tacoma Ave Ste 101","TACOMA","WA","Pierce","98403","3131","TIGER10 Streets","1 N TACOMA AVE STE 101"," ","TACOMA","WA","98403","3131","Pierce","53053","1","N","Tacoma","Ave"," ","Ste 101","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.44702,47.26419,"-122.44702","47.26419",0,47.264190000176065,-122.44702000041514
"PHAR.CF.60976477","ACTIVE","08/21/2019","06/01/2020","05/31/2021","Community, A Walgreens Pharmacy #21243","327 W 3rd Ave Ste A","SPOKANE","WA","Spokane","99201","5082","TIGER10 Streets","327 W 3RD AVE STE A"," ","SPOKANE","WA","99201","5082","Spokane","53063","327","W","3rd","Ave"," ","Ste A","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.41687,47.65344,"-117.41687","47.65344",0,47.65344000024861,-117.41686999964067
"PHAR.CF.60664565","ACTIVE","07/25/2016","06/01/2020","05/31/2021","Compass Oncology Pharmacy","1498 SE Tech Center Pl Ste 240","VANCOUVER","WA","Clark","98683","5508","TIGER10 Streets","1498 SE TECH CENTER PL STE 240"," ","VANCOUVER","WA","98683","5508","Clark","53011","1498","SE","Tech Center","Pl"," ","Ste 240","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.50051,45.61018,"-122.50051","45.61018",0,45.61017999992339,-122.50050999985343
"PHAR.CF.60349261","ACTIVE","06/14/2013","06/01/2020","05/31/2021","Connell Pharmacy","1051 S Columbia Ave","CONNELL","WA","Franklin","99326","8702","TIGER10 Streets","1051 COLUMBIA AVE"," ","CONNELL","WA","99326","8702","Franklin","53021","1051"," ","Columbia","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-118.86147,46.654,"-118.86147","46.65400",0,46.654000000060286,-118.861469999641
"PHAR.CF.00058819","ACTIVE","09/13/2006","06/01/2020","05/31/2021","Consonus Pharmacy Services Washington","14729 NE 87th St","REDMOND","WA","King","98052","6500","TIGER10 Streets","14729 NE 87TH ST"," ","REDMOND","WA","98052","6500","King","53033","14729","NE","87th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.14542,47.68046,"-122.14542","47.68046",0,47.68046000014768,-122.1454199997257
"PHAR.CF.00000162","ACTIVE","04/05/1962","06/01/2020","05/31/2021","Copes Pharmacy","134 Washington Ave S","ORTING","WA","Pierce","98360","9802","TIGER10 Streets","134 WASHINGTON AVE S"," ","ORTING","WA","98360","9802","Pierce","53053","134"," ","Washington","Ave","S"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.20386,47.09763,"-122.20386","47.09763",0,47.09762999992155,-122.20386000024709
"PHAR.CF.60470283","ACTIVE","06/13/2014","06/01/2020","05/31/2021","Coram CVS Specialty Infusion Services","5511 E 3rd Ave","SPOKANE VALLEY","WA","Spokane","99212","0726","TIGER10 Streets","5511 E 3RD AVE"," ","SPOKANE VALLEY","WA","99212","0726","Spokane","53063","5511","E","3rd","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.33085,47.65446,"-117.33085","47.65446",0,47.65445999996572,-117.33084999962304
"PHAR.CF.60041061","ACTIVE","10/10/2008","06/01/2020","05/31/2021","Coram CVS/Specialty Infusion Services","14935 NE 87th St Ste 101","REDMOND","WA","King","98052","2046","TIGER10 Streets","14935 NE 87TH ST STE 101"," ","REDMOND","WA","98052","2046","King","53033","14935","NE","87th","St"," ","Ste 101","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.14188,47.68042,"-122.14188","47.68042",0,47.68042000021119,-122.14187999970241
"PHAR.CF.60787458","ACTIVE","09/21/2017","06/01/2020","05/31/2021","Cost Less Pharmacy and Wellness","1375 Regents Blvd Ste 101","FIRCREST","WA","Pierce","98466","6039","TIGER10 Streets","1375 REGENTS BLVD STE 101"," ","FIRCREST","WA","98466","6038","Pierce","53053","1375"," ","Regents","Blvd"," ","Ste 101","Ste","Highrise"," "," ","Yes","9"," ","Address Matched to USPS Database","AC08,AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.52334,47.23881,"-122.52334","47.23881",0,47.23880999980969,-122.5233400000797
"PHAR.CF.60532973","ACTIVE","02/17/2015","06/01/2020","05/31/2021","Cost Less Prescriptions","5431 Pacific Ave","TACOMA","WA","Pierce","98408","7639","TIGER10 Streets","5431 PACIFIC AVE"," ","TACOMA","WA","98408","7639","Pierce","53053","5431"," ","Pacific","Ave"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",91,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.43388,47.20726,"-122.43388","47.20726",0,47.20726000003276,-122.43387999959789
"PHAR.CF.60334704","ACTIVE","03/13/2013","06/01/2020","05/31/2021","Cost Less Senior Services","14216 92nd Ave NW Ste B","GIG HARBOR","WA","Pierce","98329","8710","TIGER10 Streets","14216 92ND AVE NW STE B"," ","GIG HARBOR","WA","98329","8710","Pierce","53053","14216"," ","92nd","Ave","NW","Ste B","Ste","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.66102,47.38688,"-122.66102","47.38688",0,47.38688000001727,-122.66102000014783
"PHAR.CF.60042533","ACTIVE","10/13/2008","06/01/2020","05/31/2021","Costco  Pharmacy #1029","27520 Covington Way SE","COVINGTON","WA","King","98042","9100","TIGER10 Streets","27520 COVINGTON WAY SE"," ","COVINGTON","WA","98042","9100","King","53033","27520"," ","Covington","Way","SE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.12355,47.3556,"-122.12355","47.35560",0,47.35560000004233,-122.12355000029747
"PHAR.CF.00003711","ACTIVE","10/27/1989","06/01/2020","05/31/2021","Costco Pharmacy #1","4401 4th Ave S","SEATTLE","WA","King","98134","2311","TIGER10 Streets","4401 4TH AVE S"," ","SEATTLE","WA","98134","2311","King","53033","4401"," ","4th","Ave","S"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.32948,47.56359,"-122.32948","47.56359",0,47.56359000021956,-122.32947999994663
"PHAR.CF.00059183","ACTIVE","10/25/2007","06/01/2020","05/31/2021","Costco Pharmacy #1013","2310 Longfibre Ave","UNION GAP","WA","Yakima","98903","1513","TIGER10 Streets","2310 LONGFIBRE RD"," ","UNION GAP","WA","98903","1513","Yakima","53077","2310"," ","Longfibre","Rd"," "," "," ","Street"," "," ","Yes","9"," ","Address Matched to USPS Database","AC11,AS01","Close",88,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.49617,46.56876,"-120.49617","46.56876",0,46.56875999970926,-120.4961699996431
"PHAR.CF.00004710","ACTIVE","08/05/1993","06/01/2020","05/31/2021","Costco Pharmacy #103","301 5th St","CLARKSTON","WA","Asotin","99403","1860","TIGER10 Streets","301 5TH ST"," ","CLARKSTON","WA","99403","1860","Asotin","53003","301"," ","5th","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.04422,46.42292,"-117.04422","46.42292",0,46.422920000282495,-117.04422000003693
"PHAR.CF.60187987","ACTIVE","11/05/2010","06/01/2020","05/31/2021","Costco Pharmacy #1086","19610 SE 1st St","CAMAS","WA","Clark","98607"," ","TIGER10 Streets","19610 SE 1ST ST"," ","CAMAS","WA","98607","7472","Clark","53011","19610","SE","1st","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.47224,45.62135,"-122.47224","45.62135",0,45.621349999861934,-122.47223999989588
"PHAR.CF.00004974","ACTIVE","08/01/1994","06/01/2020","05/31/2021","Costco Pharmacy #110","1801 10th Ave NW","ISSAQUAH","WA","King","98027","5384","TIGER10 Streets","1801 10TH AVE NW"," ","ISSAQUAH","WA","98027","5384","King","53033","1801"," ","10th","Ave","NW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.0504,47.54978,"-122.05040","47.54978",0,47.54977999999325,-122.05039999986204
"PHAR.CF.00005188","ACTIVE","06/15/1995","06/01/2020","05/31/2021","Costco Pharmacy #112","375 Highline Dr","EAST WENATCHEE","WA","Douglas","98802","5344","TIGER10 Streets","375 HIGHLINE DR"," ","EAST WENATCHEE","WA","98802","5344","Douglas","53017","375"," ","Highline","Dr"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-120.28164,47.40042,"-120.28164","47.40042",0,47.4004200002801,-120.28164000018103
"PHAR.CF.00005425","ACTIVE","08/16/1996","06/01/2020","05/31/2021","Costco Pharmacy #114","10200 19th Ave SE","EVERETT","WA","Snohomish","98208","4256","TIGER10 Streets","10200 19TH AVE SE"," ","EVERETT","WA","98208","4256","Snohomish","53061","10200"," ","19th","Ave","SE"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.20709,47.90622,"-122.20709","47.90622",0,47.90622000021258,-122.20708999975066
"PHAR.CF.60575180","ACTIVE","09/04/2015","06/01/2020","05/31/2021","Costco Pharmacy #1190","18109 33rd Ave West","LYNNWOOD","WA","Snohomish","98037"," ","TIGER10 Streets","18109 33RD AVE W"," ","LYNNWOOD","WA","98037","4840","Snohomish","53061","18109"," ","33rd","Ave","W"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",89,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.27809,47.83479,"-122.27809","47.83479",0,47.83478999978065,-122.27809000023285
"PHAR.CF.60837781","ACTIVE","06/26/2018","06/01/2020","05/31/2021","Costco Pharmacy #1298","12020 N Newport Hwy","SPOKANE","WA","Spokane","99218","1655","TIGER10 Streets","12020 N NEWPORT HWY"," ","SPOKANE","WA","99218","1655","Spokane","53063","12020","N","Newport","Hwy"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-117.38337,47.76869,"-117.38337","47.76869",0,47.768690000006586,-117.38337000001414
"PHAR.CF.00003246","ACTIVE","12/02/1987","06/01/2020","05/31/2021","Costco Pharmacy #13","10000 Mickelberry Rd NW","SILVERDALE","WA","Kitsap","98383","8302","TIGER10 Streets","10000 MICKELBERRY RD NW"," ","SILVERDALE","WA","98383","8302","Kitsap","53035","10000"," ","Mickelberry","Rd","NW"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.6822,47.65483,"-122.68220","47.65483",0,47.65482999999306,-122.68220000001305
"PHAR.CF.00003312","ACTIVE","01/21/1988","06/01/2020","05/31/2021","Costco Pharmacy #486","8505 W Gage Blvd","KENNEWICK","WA","Benton","99336","8120","TIGER10 Streets","8505 W GAGE BLVD"," ","KENNEWICK","WA","99336","8120","Benton","53005","8505","W","Gage","Blvd"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-119.23542,46.22706,"-119.23542","46.22706",0,46.22705999984983,-119.2354199998014
"PHAR.CF.00058651","ACTIVE","05/17/2006","06/01/2020","05/31/2021","Costco Pharmacy #581","802 134th St SW Ste 140","EVERETT","WA","Snohomish","98204","7314","TIGER10 Streets","802 134TH ST SW STE 140"," ","EVERETT","WA","98204","7314","Snohomish","53061","802"," ","134th","St","SW","Ste 140","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.2449,47.87682,"-122.24490","47.87682",0,47.876820000233444,-122.24490000022774
"PHAR.CF.00058549","ACTIVE","02/07/2006","06/01/2020","05/31/2021","Costco Pharmacy #583 - Central Fill","802 134th St SW Ste 140","EVERETT","WA","Snohomish","98204","7314","TIGER10 Streets","802 134TH ST SW STE 140"," ","EVERETT","WA","98204","7314","Snohomish","53061","802"," ","134th","St","SW","Ste 140","Ste","Highrise"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.2449,47.87682,"-122.24490","47.87682",0,47.876820000233444,-122.24490000022774
"PHAR.CF.00003616","ACTIVE","03/09/1989","06/01/2020","05/31/2021","Costco Pharmacy #61","35100 Enchanted Pkwy S","FEDERAL WAY","WA","King","98003","8314","TIGER10 Streets","35100 ENCHANTED PKWY S"," ","FEDERAL WAY","WA","98003","8314","King","53033","35100"," ","Enchanted","Pkwy","S"," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-122.31345,47.28696,"-122.31345","47.28696",0,47.28695999992591,-122.31345000028271
"PHAR.CF.00005187","ACTIVE","06/09/1995","06/01/2020","05/31/2021","Costco Pharmacy #639","955 W Washington St","SEQUIM","WA","Clallam","98382","3266","TIGER10 Streets","955 W WASHINGTON ST"," ","SEQUIM","WA","98382","3266","Clallam","53009","955","W","Washington","St"," "," "," ","Street"," "," ","Yes","9"," "," ","AS01","Close",100,"09/01/2020 12:31","1","CENSUS TRACT","03",-123.12561,48.07878,"-123.12561","48.07878",0,48.07877999978544,-123.12560999989944
